bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
25103,World's End (The Sandman  #8),Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,4.47,1563891700,9.78156E+12,eng,160.0,36629,675,7/16/1999,Vertigo
35125,Alien,Alan Dean Foster,4.09,2290011150,9.78229E+12,eng,270.0,15901,309,3/29/1979,Grand Central Publishing
6678,Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,4.08,0141311428,9.78014E+12,eng,209.0,17327,992,04/05/2001,Puffin
40790,Thirteen Moons on Turtle's Back,Joseph Bruchac/Jonathan London/Thomas Locker,4.08,0698115848,9.7807E+12,en-US,32.0,318,40,8/25/1997,Puffin Books
33956,The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles  #1),Joseph Delaney,3.99,0099456451,9.7801E+12,eng,325.0,2956,242,6/30/2005,Red Fox
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,9.78159E+12,eng,320.0,88897,2334,09/01/2005,Tarcherperigee
19084,Aristotle's Ethics (SparkNotes Literature Guides),SparkNotes,3.0,158663822X,9.78159E+12,eng,80.0,2,0,6/13/2003,SparkNotes
25794,Birthday (Ring  #4),Kōji Suzuki/Glynne Walley,3.67,1932234292,9.78193E+12,eng,216.0,866,37,12/12/2006,Vertical
28670,Peril's Gate (Wars of Light & Shadow #6; Arc 3 - Alliance of Light  #3),Janny Wurts,4.16,0061054674,9.78006E+12,en-US,940.0,521,8,01/01/2003,HarperCollins Publishers
45106,Forest Mage (Soldier Son  #2),Robin Hobb,3.39,0060757639,9.78006E+12,eng,718.0,13716,393,8/29/2006,Harper Voyager
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,0821925326,9.78082E+12,eng,250.0,36,6,05/01/2002,EMC/Paradigm Publishing
8726,Comfort Me With Apples,Ruth Reichl,4.04,0965193772,9.78097E+12,eng,299.0,15,3,01/01/2001,Random house
8583,Come to Grief / Decider / Wild Horses,Dick Francis,4.09,0399143068,9.7804E+12,eng,707.0,32,0,11/10/1997,Putnam Adult
43457,Rose (Shooting Stars  #3),V.C. Andrews,3.72,0671039954,9.78067E+12,eng,185.0,2352,29,09/01/2001,Pocket Books
20932,Christmas Bestiary,Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,3.62,0886775280,9.78089E+12,eng,315.0,21,3,11/03/1992,DAW
13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,0446617792,9.78045E+12,eng,445.0,187892,7624,05/05/2006,Grand Central Publishing
32765,Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,4.16,0374500525,9.78037E+12,eng,205.0,37,4,12/31/1988,Farrar Straus Giroux
31340,Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.86,0099471434,9.7801E+12,eng,400.0,49367,661,11/04/2004,Arrow Books
30933,Brideshead Revisited,Evelyn Waugh,4.0,0316926345,9.78032E+12,eng,351.0,79045,3083,1/30/1982,Back Bay Books
34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,4.03,034546639X,9.78035E+12,eng,240.0,17354,650,05/04/2004,Ballantine Books
16425,The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,3.78,1572704578,9.78157E+12,eng,9.0,11167,297,7/13/2005,AudioGO
41369,Hooked: Film Writings 1985-1988,Pauline Kael,4.05,0714529036,9.78071E+12,eng,528.0,93,5,07/01/1990,Marion Boyars Publishers
25257,Mein Urgroßvater  die Helden und ich,James Krüss,4.3,3551552711,9.78355E+12,ger,250.0,16,1,12/01/2002,Carlsen
8359,Flowers (Eyewitness Explorers),David Burnie,3.85,0789422131,9.78079E+12,eng,64.0,8,2,9/15/1997,Dorling Kindersley Children
30889,The Crazyladies of Pearl Street,Trevanian,3.77,1400080371,9.7814E+12,eng,384.0,1063,157,06/06/2006,Broadway Books
3762,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,0142003255,9.78014E+12,eng,326.0,14108,428,09/02/2003,Penguin Books
12254,The Iliad,Homer/Robert Fagles/Derek Jacobi,3.86,0143059289,9.78014E+12,eng,8.0,42,7,6/15/2006,Penguin-HighBridge
34835,A Matter of Trust,Penny Jordan,2.61,0373117191,9.78037E+12,eng,224.0,36,5,12/23/1994,Harlequin Presents
44866,Poetry and Prose of Alexander Pope (Riverside Editions),Alexander Pope/Aubrey Williams,3.97,0395051568,9.7804E+12,eng,512.0,93,5,01/02/1968,Houghton Mifflin Company
2847,Bread and Roses  Too,Katherine Paterson,3.76,0618654798,9.78062E+12,eng,275.0,2018,294,09/04/2006,Clarion Books
23966,Filth,Irvine Welsh,3.73,0393318680,9.78039E+12,eng,393.0,21997,643,9/17/1998,W. W. Norton  Company
4933,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,0451527348,9.78045E+12,eng,736.0,983,91,06/01/1999,Signet Classics
5427,Orientalism,Edward W. Said,4.08,0141187425,9.78014E+12,eng,396.0,873,77,8/28/2003,Penguin Classics
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,9.78193E+12,eng,58.0,9,2,02/01/2006,Oni Press
2152,The Jane Austen Book Club,Karen Joy Fowler,3.08,0452286530,9.78045E+12,eng,288.0,57720,3535,4/26/2005,G.P. Putnam's Sons
26229,Robert Van Gulik: His Life His Work,Janwillem van de Wetering/Arthur P. Yin,3.57,156947124X,9.78157E+12,eng,149.0,39,5,07/01/1998,Soho Press
43416,The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon/Paul Williams/Kurt Vonnegut Jr.,4.42,1556434243,9.78156E+12,eng,400.0,141,11,09/05/2002,North Atlantic Books
26768,In Dark Waters,Mary Burton,3.81,0373274483,9.78037E+12,eng,249.0,95,10,6/28/2005,Silhouette Books
11492,Bright Purple: Color Me Confused (TrueColors  #10),Melody Carlson,3.49,1576839508,9.78158E+12,eng,213.0,806,61,09/05/2006,Th1nk Books
16059,The Dive From Clausen's Pier,Ann Packer,3.42,0375727132,9.78038E+12,eng,432.0,19844,1747,04/08/2003,Vintage
43958,Apologia Pro Vita Sua (A Defense of One's Life),John Henry Newman,4.12,0486442136,9.78049E+12,eng,336.0,894,52,6/17/2005,Dover Publications
22947,Drum Calls (Drums of Chaos  #2),Jo Clayton,3.72,0812551230,9.78081E+12,eng,341.0,29,1,07/01/1998,Tor Books
45116,The Scold's Bridle,Minette Walters,3.95,0312956126,9.78031E+12,eng,384.0,7019,113,10/15/1995,St. Martin's Press
12240,The Play Soldier,Chet Green,4.5,159113644X,9.78159E+12,eng,328.0,2,2,5/22/2011,Booklocker.com  Inc.
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,0802732291,9.7808E+12,eng,214.0,13,1,06/01/1993,Walker & Company
6689,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,0375814248,9.78038E+12,eng,146.0,328542,4733,09/10/2002,Alfred A. Knopf
34452,Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,4.16,0446520594,9.78045E+12,eng,217.0,24345,1914,03/12/1996,Grand Central Publishing
23758,The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer,4.24,1841581224,9.78184E+12,eng,654.0,844,41,03/05/2008,Birlinn
42357,The Alley (The Alley  #1),Eleanor Estes/Edward Ardizzone,3.76,0152049185,9.78015E+12,eng,288.0,320,20,08/01/2003,HMH Books for Young Readers
45630,Whores for Gloria,William T. Vollmann,3.69,0140231579,9.78014E+12,en-US,160.0,932,111,02/01/1994,Penguin Books
31304,Nemesis (Miss Marple  #12),Agatha Christie,3.85,0451200187,9.78045E+12,eng,224.0,18896,771,05/01/2000,Signet
24546,Gilliam on Gilliam (Directors on Directors),Terry Gilliam/Ian Christie,4.1,0571202802,9.78057E+12,eng,294.0,264,13,11/15/1999,Faber  Faber
22950,Quester's Endgame,Jo Clayton,3.98,0886771382,9.78089E+12,eng,372.0,159,6,07/01/1986,DAW
30557,Shooting an Elephant,George Orwell,4.12,0141187395,9.78014E+12,eng,368.0,7029,255,06/05/2003,Penguin
3061,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,0395530075,9.7804E+12,en-US,240.0,39369,80,02/01/1990,Mariner Books
22967,Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,4.21,1400040361,9.7814E+12,en-US,384.0,637,24,04/10/2007,Knopf Publishing Group
7656,Fahrenheit 451,Ray Bradbury,3.99,8445074873,9.78845E+12,eng,186.0,5733,606,04/01/2004,Del Rey
28289,Joe College,Tom Perrotta,3.39,0312361785,9.78031E+12,eng,306.0,3832,256,10/01/2006,St. Martin's Griffin
10873,Shopgirl,Steve Martin,3.43,0786891076,9.78079E+12,eng,130.0,30067,2166,01/01/2000,Hachette Books
32872,Sliver of Truth (Ridley Jones #2),Lisa Unger,3.68,0307338460,9.78031E+12,eng,308.0,3015,347,01/02/2007,Shaye Areheart Books
5371,Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,3.84,0142406198,9.78014E+12,eng,96.0,4787,189,09/07/2006,Puffin Books
40127,Leonardo's Swans,Karen Essex,3.72,0767923065,9.78077E+12,eng,351.0,5473,230,01/09/2007,Anchor Books
10000,The Face of Another,Kōbō Abe/E. Dale Saunders,3.78,0375726535,9.78038E+12,eng,238.0,2584,153,02/04/2003,Vintage
20749,Study Bible: NIV,Anonymous,4.7,0310929555,9.78031E+12,eng,2198.0,4166,186,10/01/2002,Zondervan Publishing House
16186,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,0743249313,9.78074E+12,eng,569.0,8842,380,07/02/2003,Washington Square Press
35827,The Moon in the Gutter,David Goodis/Adrian Wootton,3.65,1852424494,9.78185E+12,en-US,183.0,350,40,12/08/1998,Serpent's Tail
29658,Postwar: A History of Europe Since 1945,Tony Judt,4.34,0143037757,9.78014E+12,eng,933.0,8017,571,09/05/2006,Penguin Books
22027,The Dark Arena,Mario Puzo,3.35,0345441699,9.78035E+12,eng,288.0,1554,54,05/01/2001,Ballantine Books
16670,A Madman Dreams of Turing Machines,Janna Levin,3.68,1400040302,9.7814E+12,eng,230.0,1136,180,8/22/2006,Alfred A. Knopf
12589,The Golden Apples,Eudora Welty,3.88,015636090X,9.78016E+12,eng,288.0,830,76,9/14/1956,Mariner Books
35292,Jimmy Stewart: Bomber Pilot,Starr Smith/Walter Cronkite,3.93,0760328242,9.78076E+12,eng,320.0,441,57,11/15/2006,Zenith Press
4683,Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86,0446608602,9.78045E+12,eng,528.0,5163,179,12/01/2000,Warner Books (NY)
9717,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,0571224385,9.78057E+12,eng,320.0,248686,8251,10/27/2009,Harper Perennial
23913,The Marriage of Heaven and Hell,William Blake,4.24,0486281221,9.78049E+12,eng,48.0,7163,245,09/01/1994,Dover Publications
41074,The Sheep Look Up,John Brunner/James John Bell/David Brin,3.95,1932100016,9.78193E+12,eng,388.0,3568,284,05/11/2003,BenBella Books
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,0140440348,9.78014E+12,en-US,653.0,143,17,8/30/1970,Penguin Classics
6815,American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,3.75,0764134280,9.78076E+12,eng,480.0,34,6,11/01/2006,Barrons Educational Series
9903,Angels,Denis Johnson,3.72,0099440830,9.7801E+12,eng,209.0,4263,227,03/06/2003,Vintage
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501708,9.78142E+12,eng,200.0,22435,741,01/03/2006,VIZ Media LLC
30629,Cartas del diablo a su sobrino,C.S. Lewis/Miguel Marias,4.22,006114004X,9.78006E+12,spa,144.0,409,54,3/14/2006,HarperOne
5824,Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.7,1840238437,9.78184E+12,eng,96.0,110,10,06/01/2005,Titan Books
19885,Changeling Storytellers Guide,Mark  Hunter/Ian Lemke,3.36,1565047087,9.78157E+12,eng,139.0,28,0,08/01/1998,White Wolf Games Studio
25713,Selected Philosophical Writings,Thomas Aquinas/Timothy McDermott,3.86,0192835858,9.78019E+12,eng,496.0,238,9,8/20/1998,Oxford University Press
23300,The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,3.93,0439774381,9.78044E+12,eng,239.0,3099,241,01/01/2006,Scholastic Inc.
8924,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,0763630640,9.78076E+12,eng,272.0,66,7,8/22/2006,Candlewick Press
9534,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.95,0812565959,9.78081E+12,eng,451.0,65344,1419,12/09/2001,Tor Books
11101,First Comes Love (Hot Water  California #1),Christie Ridgway,3.81,0380818957,9.78038E+12,en-US,384.0,1051,47,01/01/2002,Avon Books
28530,New Amazons,Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis,3.56,0886778875,9.78089E+12,eng,336.0,50,5,02/01/2000,DAW
3635,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,159052201X,9.78159E+12,eng,157.0,5044,316,09/03/2003,Multnomah Books
8150,The American Years,Brian Boyd,4.33,0691024715,9.78069E+12,eng,800.0,256,22,1/31/1993,Princeton University Press
7811,A Friend of the Earth,T. Coraghessan Boyle,3.67,0747553467,9.78075E+12,eng,275.0,30,3,10/08/2001,Bloomsbury Paperbacks
29738,Patrimony,Philip Roth,4.17,0679752935,9.78068E+12,eng,240.0,2531,202,06/03/1996,Vintage
40951,A History of the Life Sciences,Lois N. Magner/Magner,4.53,0824708245,9.78082E+12,en-US,514.0,15,2,8/13/2002,CRC Press
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,0766144739,9.78077E+12,eng,184.0,9,0,04/07/2003,Kessinger Publishing
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,0440410258,9.78044E+12,eng,80.0,114,17,01/01/1995,Yearling
31878,Seinfeld and Philosophy,William Irwin,3.5,0812694090,9.78081E+12,en-US,224.0,914,50,8/20/1999,Open Court
7102,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,4.1,2070766039,9.78207E+12,eng,1344.0,9,1,09/04/2002,Gallimard
21152,Sudden Fiction: American Short-Short Stories,Robert Shapard/James Thomas,3.84,0879052651,9.78088E+12,eng,264.0,476,48,12/31/1983,Gibbs Smith
12468,The Executioner's Song,Norman Mailer,4.06,0375700811,9.78038E+12,eng,1056.0,15682,952,4/28/1998,Vintage Books USA
17315,Oath of Swords (War God  #1),David Weber,4.01,1416520864,9.78142E+12,en-US,576.0,5582,128,12/26/2006,Baen
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.15,0060926961,9.78006E+12,eng,225.0,562,33,01/01/1996,Harper Perennial
40208,Maggie: A Girl of the Streets and Other Short Fiction,Stephen Crane/Jayne Anne Phillips,3.33,0553213555,9.78055E+12,eng,240.0,517,37,11/01/2006,Bantam Classics
37707,Anne of the Island and Tales of Avonlea,L.M. Montgomery,4.3,051703705X,9.78052E+12,eng,573.0,417,5,3/20/1991,Gramercy
8811,A Clockwork Orange,Anthony Burgess,3.99,014027409X,9.78014E+12,eng,149.0,1422,124,09/03/1998,Penguin Books
28691,To Green Angel Tower (Memory  Sorrow  and Thorn  #3),Tad Williams,4.18,0756402980,9.78076E+12,eng,1083.0,29350,320,05/03/2005,DAW
42880,Bizarre World,Bill  Bryson/Kathryn Lamb,3.38,0751510610,9.78075E+12,eng,120.0,73,6,05/01/2001,Little  Brown Book Group
5800,Vanity Fair,William Makepeace Thackeray,3.79,0140620850,9.78014E+12,eng,672.0,296,34,10/03/1998,Penguin Books
30391,Fanta C (Mason Sisters  #1),Sandra Brown,3.62,0553562746,9.78055E+12,eng,256.0,2317,63,1/21/1997,Fanfare
6619,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,4.17,0671631985,9.78067E+12,en-US,395.0,2207,271,6/15/1986,Touchstone
17781,Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,4.15,0515128554,9.78052E+12,eng,369.0,24451,537,12/05/2000,Berkley Books
45515,Live Rich  Die Broke,Stephen M. Pollan,3.29,1594860165,9.78159E+12,en-US,482.0,14,2,01/01/2005,Rodale Books
2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,0140433392,9.78014E+12,en-US,160.0,10147,301,11/27/2003,Penguin Classics
37347,If I Have a Wicked Stepmother  Where's My Prince?,Melissa Kantor,3.66,0786809604,9.78079E+12,en-US,283.0,4393,432,09/01/2005,Disney-Hyperion
19043,Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,3.96,0439343909,9.78044E+12,eng,139.0,768,33,08/01/2003,Scholastic Paperbacks
14240,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,0060750766,9.78006E+12,eng,560.0,130,5,2/20/2004,Harper
38980,The Princess Diaries (The Princess Diaries  #1),Meg Cabot,3.78,0613371658,9.78061E+12,eng,283.0,216359,4137,07/01/2001,Turtleback
7842,Another Day in Cubicle Paradise,Scott Adams,4.01,0740721941,9.78074E+12,eng,128.0,416,11,03/01/2002,Andrews McMeel Publishing
29584,Foundations of Clinical Research: Applications to Practice,Leslie Gross Portney,4.12,0838526950,9.78084E+12,eng,742.0,18,1,01/01/2000,Prentice Hall
27000,Lost in a Good Book (Thursday Next  #2),Jasper Fforde,4.14,0142004030,9.78014E+12,eng,399.0,42454,2156,02/04/2004,Penguin Books
38522,Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5),Sherrilyn Kenyon/L.A. Banks/Susan Squires/Ronda Thompson,4.06,0312349297,9.78031E+12,eng,373.0,7959,200,10/03/2006,St. Martin's Press
18212,Jacques the Fatalist,Denis Diderot/David Coward,3.84,0192838741,9.78019E+12,eng,304.0,4891,102,9/16/1999,Oxford University Press
11340,Jazz,Toni Morrison,3.81,0679411674,9.78068E+12,eng,229.0,428,54,04/07/1992,Alfred A. Knopf
35921,On Basilisk Station (Honor Harrington  #1),David Weber,4.13,1416509372,9.78142E+12,eng,458.0,33456,1424,7/26/2005,Baen Books
38970,Thorn in Her Side (The Princess School  #7),Jane B. Mason/Sarah Hines Stephens,3.88,0439798736,9.78044E+12,eng,144.0,214,8,01/01/2006,Scholastic Paperbacks
23315,The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece,Bruce Arnold,3.82,190414845X,9.7819E+12,eng,346.0,12,0,11/15/2005,The Liffey Press
31218,The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,4.37,0563504072,9.78056E+12,eng,3.0,61,1,6/20/2005,BBC Audiobooks
37340,The Wicked (Vampire Huntress  #8),L.A. Banks,4.41,0312352360,9.78031E+12,en-US,389.0,1778,36,09/05/2000,St. Martins Press-3PL
16180,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,0743272501,9.78074E+12,eng,518.0,68763,3394,12/05/2006,Atria Books
8737,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,068485256X,9.78068E+12,eng,506.0,8966,454,03/01/1998,Simon  Schuster
32413,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,3.92,0714541109,9.78071E+12,eng,236.0,12,1,07/01/1987,Riverrun Press (New York  NY)
16091,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,159307736X,9.78159E+12,eng,48.0,539,29,3/27/2007,Dark Horse Comics
26839,叫んでやるぜ! (2) (ASUKA COMICS CL-DX),Satosumi Takaguchi/Satosumi Takaguchi,3.95,4048527851,9.78405E+12,jpn,178.0,2,0,03/01/1997,角川書店 (Kadokawa Shoten)
20001,Interfictions: An Anthology of Interstitial Writing,Delia Sherman/Theodora Goss/K. Tempest Bradford/Karen Jordan Allen/Rachel Pollack/Veronica Schanoes/Mikal Trimm/Colin Greenland/Vandana Singh/Matthew Cheney/Léa Silhol/Adrián Ferrero/Holly Phillips/Catherynne M. Valente/Christopher Barzak/Leslie What/Anna Tambour/Joy Marchand/Jon Singer/Csilla Kleinheincz/Michael J. DeLuca,3.77,1931520240,9.78193E+12,eng,291.0,229,20,04/01/2007,Small Beer Press
27419,The Works and Days/Theogony,Hesiod,3.75,1419188518,9.78142E+12,eng,48.0,3,0,6/17/2004,Kessinger Publishing
23799,The Dark Descent  Vol 1: The Color of Evil,David G. Hartwell,4.12,0246136677,9.78025E+12,eng,304.0,2,0,9/19/1990,Grafton
29404,Your Child and Jesus: A Family Activity Book,Rick Osborne/Kevin Miller,0.0,080242855X,9.7808E+12,eng,112.0,0,0,9/13/1999,Moody Publishers
5497,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,0385499094,9.78039E+12,eng,168.0,1282,139,04/04/2000,Anchor
31742,The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,3.78,067972205X,9.78068E+12,eng,128.0,462,44,3/13/1989,Vintage
41541,The Prestige,Christopher Priest,3.89,0765356171,9.78077E+12,eng,368.0,441,58,10/03/2006,Tor Books
30816,Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins/Tim LaHaye/Chris Fabry,4.32,1414302681,9.78141E+12,eng,384.0,217,2,02/01/2005,Tyndale House Publishers
